Column1,oldspec,Abundance,SurveyUnits,SurveyType,SurveyYear,SurveyID,SiteName,Site,TruePlot,SiteCode,FireFreq,ConcatenatedPlot,Plot,ConcatPlot2,FireEvents,FirePeriod,FireStart,FireLast,FireType,FireSeason,GenusSpecies,genus,species,Family,symb,Fire Frequency Category
55116,Unidentified species,0.035,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5B,O,0.1666667,5BO-0.1666667,5BO-0.1666667,5B-0.1666667,5,30,1975,2005,P,NOV,Unidentified species,Unidentified,species,,am,Medium
55117,Unidentified species,0.01,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5B,O,0.1666667,5BO-0.1666667,5BO-0.1666667,5B-0.1666667,5,30,1975,2005,P,NOV,Unidentified species,Unidentified,species,,am,Medium
54402,Unidentified species,0.03,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5C,O,0,5CO-0,5CO-0,5C-0,NA,0,NA,1907,UB,CONT,Unidentified species,Unidentified,species,,am,Unburnt
54403,Unidentified species,0.005,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5C,O,0,5CO-0,5CO-0,5C-0,NA,0,NA,1907,UB,CONT,Unidentified species,Unidentified,species,,am,Unburnt
54404,Unidentified species,0.005,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5C,O,0,5CO-0,5CO-0,5C-0,NA,0,NA,1907,UB,CONT,Unidentified species,Unidentified,species,,am,Unburnt
54957,Unidentified species,0.385,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5D,O,0.1,5DO-0.1,5DO-0.1,5D-0.1,3,30,1975,2005,P,NOV,Unidentified species,Unidentified,species,,am,Medium
54958,Unidentified species,0.045,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5D,O,0.1,5DO-0.1,5DO-0.1,5D-0.1,3,30,1975,2005,P,NOV,Unidentified species,Unidentified,species,,am,Medium
54959,Unidentified species,0.015,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5D,O,0.1,5DO-0.1,5DO-0.1,5D-0.1,3,30,1975,2005,P,NOV,Unidentified species,Unidentified,species,,am,Medium
54960,Unidentified species,0.01,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5D,O,0.1,5DO-0.1,5DO-0.1,5D-0.1,3,30,1975,2005,P,NOV,Unidentified species,Unidentified,species,,am,Medium
54466,Unidentified species,0.03,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5E,O,0,5EO-0,5EO-0,5.00E+00,NA,0,NA,1907,UB,CONT,Unidentified species,Unidentified,species,,am,Unburnt
54467,Unidentified species,0.025,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5E,O,0,5EO-0,5EO-0,5.00E+00,NA,0,NA,1907,UB,CONT,Unidentified species,Unidentified,species,,am,Unburnt
55189,Unidentified species,0.04,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5F,O,0.1666667,5FO-0.1666667,5FO-0.1666667,5F-0.1666667,5,30,1975,2005,P,NOV,Unidentified species,Unidentified,species,,am,Medium
55190,Unidentified species,0.015,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5F,O,0.1666667,5FO-0.1666667,5FO-0.1666667,5F-0.1666667,5,30,1975,2005,P,NOV,Unidentified species,Unidentified,species,,am,Medium
55191,Unidentified species,0.01,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5F,O,0.1666667,5FO-0.1666667,5FO-0.1666667,5F-0.1666667,5,30,1975,2005,P,NOV,Unidentified species,Unidentified,species,,am,Medium
54578,Verbascum thapsus,0.005,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,3B,O,0.125,3BO-0.125,3BO-0.125,3B-0.125,3,24,1975,1999,P,NOV,Verbascum thapsus,Verbascum,thapsus,Scrophulariaceae,am,Medium
54765,Verbascum thapsus,0.035,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,4C,O,0.25,4CO-0.25,4CO-0.25,4C-0.25,7,28,1975,2003,P,NOV,Verbascum thapsus,Verbascum,thapsus,Scrophulariaceae,am,Medium
55042,Verbascum thapsus,0.035,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,4F,O,0.1666667,4FO-0.1666667,4FO-0.1666667,4F-0.1666667,5,30,1975,2005,P,NOV,Verbascum thapsus,Verbascum,thapsus,Scrophulariaceae,am,Medium
55043,Verbascum thapsus,0.005,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,4F,O,0.1666667,4FO-0.1666667,4FO-0.1666667,4F-0.1666667,5,30,1975,2005,P,NOV,Verbascum thapsus,Verbascum,thapsus,Scrophulariaceae,am,Medium
54464,Verbascum thapsus,0.005,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5E,O,0,5EO-0,5EO-0,5.00E+00,NA,0,NA,1907,UB,CONT,Verbascum thapsus,Verbascum,thapsus,Scrophulariaceae,am,Unburnt
55187,Verbascum thapsus,0.005,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5F,O,0.1666667,5FO-0.1666667,5FO-0.1666667,5F-0.1666667,5,30,1975,2005,P,NOV,Verbascum thapsus,Verbascum,thapsus,Scrophulariaceae,am,Medium
55214,Vicia americana,0.01,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,2A,O,0.5,2AO-0.5,2AO-0.5,2A-0.5,15,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
55215,Vicia americana,0.01,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,2A,O,0.5,2AO-0.5,2AO-0.5,2A-0.5,15,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54838,Vicia americana,0.005,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,2B,O,0.1,2BO-0.1,2BO-0.1,2B-0.1,3,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
55365,Vicia americana,0.165,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,3A,O,1,3AO-1,3AO-1,3A-1,31,31,1975,2006,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,High
55369,Vicia americana,0.01,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,3A,O,1,3AO-1,3AO-1,3A-1,31,31,1975,2006,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,High
55260,Vicia americana,0.035,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,3D,O,0.5,3DO-0.5,3DO-0.5,3D-0.5,15,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
55262,Vicia americana,0.005,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,3D,O,0.5,3DO-0.5,3DO-0.5,3D-0.5,15,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54678,Vicia americana,0.19,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,3E,O,0.25,3EO-0.25,3EO-0.25,3E-0.25,7,28,1975,2003,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54681,Vicia americana,0.015,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,3E,O,0.25,3EO-0.25,3EO-0.25,3E-0.25,7,28,1975,2003,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
55481,Vicia americana,0.97,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,4B,O,1,4BO-1,4BO-1,4B-1,31,31,1975,2006,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,High
55485,Vicia americana,0.035,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,4B,O,1,4BO-1,4BO-1,4B-1,31,31,1975,2006,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,High
54737,Vicia americana,0.005,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,4C,O,0.25,4CO-0.25,4CO-0.25,4C-0.25,7,28,1975,2003,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54784,Vicia americana,0.155,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,4E,O,0.25,4EO-0.25,4EO-0.25,4E-0.25,7,28,1975,2003,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54789,Vicia americana,0.005,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,4E,O,0.25,4EO-0.25,4EO-0.25,4E-0.25,7,28,1975,2003,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54998,Vicia americana,0.45,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,4F,O,0.1666667,4FO-0.1666667,4FO-0.1666667,4F-0.1666667,5,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
55002,Vicia americana,0.05,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,4F,O,0.1666667,4FO-0.1666667,4FO-0.1666667,4F-0.1666667,5,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54620,Vicia americana,0.175,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5A,O,0.125,5AO-0.125,5AO-0.125,5A-0.125,3,24,1975,1999,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54623,Vicia americana,0.055,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5A,O,0.125,5AO-0.125,5AO-0.125,5A-0.125,3,24,1975,1999,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54927,Vicia americana,0.235,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5D,O,0.1,5DO-0.1,5DO-0.1,5D-0.1,3,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54929,Vicia americana,0.065,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5D,O,0.1,5DO-0.1,5DO-0.1,5D-0.1,3,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
54434,Vicia americana,0.22,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5E,O,0,5EO-0,5EO-0,5.00E+00,NA,0,NA,1907,UB,CONT,Vicia americana,Vicia,americana,Leguminosae,nfix,Unburnt
54437,Vicia americana,0.02,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5E,O,0,5EO-0,5EO-0,5.00E+00,NA,0,NA,1907,UB,CONT,Vicia americana,Vicia,americana,Leguminosae,nfix,Unburnt
55155,Vicia americana,0.255,percent,Percent cover,2008,40,"Limestone Flats, AZ, USA",Limestone,5F,O,0.1666667,5FO-0.1666667,5FO-0.1666667,5F-0.1666667,5,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
55157,Vicia americana,0.025,percent,Percent cover,2007,40,"Limestone Flats, AZ, USA",Limestone,5F,O,0.1666667,5FO-0.1666667,5FO-0.1666667,5F-0.1666667,5,30,1975,2005,P,NOV,Vicia americana,Vicia,americana,Leguminosae,nfix,Medium
364,Pterocaulon virgatum,0.5,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Pterocaulon virgatum,Pterocaulon,virgatum,Compositae,am,High
294,Carphephorus odoratissimus,0.17,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,5_0,A,0.394736842,5_0A-0.394736842,5_0A-0.394736842,5_0-0.394736842,15,38,1942,1979,P,WINTER,Carphephorus odoratissimus,Carphephorus,odoratissimus,Compositae,am,Medium
366,Elephantopus elatus,0.29,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Elephantopus elatus,Elephantopus,elatus,Compositae,am,High
367,Bigelowia nudata,0.04,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Bigelowia nudata,Bigelowia,nudata,Compositae,am,High
368,Chrysopsis aspera,0.04,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Pityopsis aspera,Pityopsis,aspera,Compositae,am,High
207,Nyssa sylvatica,0.04,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,4_0,A,0.394736842,4_0A-0.394736842,4_0A-0.394736842,4_0-0.394736842,15,38,1942,1979,P,WINTER,Nyssa sylvatica,Nyssa,sylvatica,Cornaceae,am,Medium
50,Vaccinium myrsinites,3.5,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,7_0,A,0,7_0A-0,7_0A-0,7_0-0,0,0,1942,1942,UB,CONT,Vaccinium myrsinites,Vaccinium,myrsinites,Ericaceae,erm,Unburnt
49,Gaylussacia dumosa,18.67,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,7_0,A,0,7_0A-0,7_0A-0,7_0-0,0,0,1942,1942,UB,CONT,Gaylussacia dumosa,Gaylussacia,dumosa,Ericaceae,erm,Unburnt
301,Vaccinium corymbosum,3.75,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,5_0,A,0.394736842,5_0A-0.394736842,5_0A-0.394736842,5_0-0.394736842,15,38,1942,1979,P,WINTER,Vaccinium corymbosum,Vaccinium,corymbosum,Ericaceae,erm,Medium
373,Lyonia mariana,2.92,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Lyonia mariana,Lyonia,mariana,Ericaceae,erm,High
51,Lyonia fruticosa,2.3,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,7_0,A,0,7_0A-0,7_0A-0,7_0-0,0,0,1942,1942,UB,CONT,Lyonia fruticosa,Lyonia,fruticosa,Ericaceae,erm,Unburnt
445,Lachnocaulon anceps,1.67,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,6_0,A,0.552631579,6_0A-0.552631579,6_0A-0.552631579,6_0-0.552631579,21,38,1942,1979,P,WINTER,Lachnocaulon anceps,Lachnocaulon,anceps,Eriocaulaceae,am,High
376,Hypericum mutilum,0.04,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Hypericum mutilum,Hypericum,mutilum,Hypericaceae,am,High
377,Persea borbonia,0.17,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Persea borbonia,Persea,borbonia,Lauraceae,am,High
378,Rhynchosia reniformis,0.08,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Rhynchosia reniformis,Rhynchosia,reniformis,Leguminosae,nfix,High
303,Chamaecrista nictitans,0.08,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,5_0,A,0.394736842,5_0A-0.394736842,5_0A-0.394736842,5_0-0.394736842,15,38,1942,1979,P,WINTER,Chamaecrista nictitans,Chamaecrista,nictitans,Leguminosae,nfix,Medium
447,Rhexia lutea,0.42,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,6_0,A,0.552631579,6_0A-0.552631579,6_0A-0.552631579,6_0-0.552631579,21,38,1942,1979,P,WINTER,Rhexia lutea,Rhexia,lutea,Melastomataceae,am,High
381,Rhexia mariana,0.13,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Rhexia mariana,Rhexia,mariana,Melastomataceae,am,High
448,Myrica cerifera,2.08,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,6_0,A,0.552631579,6_0A-0.552631579,6_0A-0.552631579,6_0-0.552631579,21,38,1942,1979,P,WINTER,Morella cerifera,Morella,cerifera,Myricaceae,nm,High
383,Aristida stricta,10.04,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Aristida stricta,Aristida,stricta,Poaceae,am,High
450,Sporobolus curtissii,10.83,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,6_0,A,0.552631579,6_0A-0.552631579,6_0A-0.552631579,6_0-0.552631579,21,38,1942,1979,P,WINTER,Sporobolus curtissii,Sporobolus,curtissii,Poaceae,am,High
451,Andropogon virginicus,4,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,6_0,A,0.552631579,6_0A-0.552631579,6_0A-0.552631579,6_0-0.552631579,21,38,1942,1979,P,WINTER,Andropogon virginicus,Andropogon,virginicus,Poaceae,am,High
452,Ctenium aromaticum,0.33,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,6_0,A,0.552631579,6_0A-0.552631579,6_0A-0.552631579,6_0-0.552631579,21,38,1942,1979,P,WINTER,Ctenium aromaticum,Ctenium,aromaticum,Poaceae,am,High
387,Dactyloctenium aegyptium,0.58,percent,Percent cover,1980,94,"Alapaha Experimental Range, GA, USA",Alapaha,1_0,A,0.552631579,1_0A-0.552631579,1_0A-0.552631579,1_0-0.552631579,21,38,1942,1979,P,WINTER,Dactyloctenium aegyptium,Dactyloctenium,aegyptium,Poaceae,am,High
69983,Xanthosia candida,0.65,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Xanthosia candida,Xanthosia,candida,Apiaceae,am,Unburnt
69984,Xanthosia atkinsoniana,0.05,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Xanthosia atkinsoniana,Xanthosia,atkinsoniana,Apiaceae,am,Unburnt
69985,Lomandra caespitosa,0.8,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Lomandra caespitosa,Lomandra,caespitosa,Asparagaceae,am,Unburnt
69986,Lomandra sericea,0.09,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Lomandra sericea,Lomandra,sericea,Asparagaceae,am,Unburnt
69987,Lomandra drummondii,0.03,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Lomandra drummondii,Lomandra,drummondii,Asparagaceae,am,Unburnt
69988,Lomandra integra,0.01,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Lomandra integra,Lomandra,integra,Asparagaceae,am,Unburnt
69989,Lepidosperma leptostachyum,4.2,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Lepidosperma leptostachyum,Lepidosperma,leptostachyum,Cyperaceae,am,Unburnt
69990,Tetraria octandra,0.41,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Tetraria octandra,Tetraria,octandra,Cyperaceae,am,Unburnt
69991,Hibbertia commutata,0.23,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Hibbertia commutata,Hibbertia,commutata,Dilleniaceae,am,Unburnt
69992,Hibbertia amplexicaulis,0.14,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Hibbertia amplexicaulis,Hibbertia,amplexicaulis,Dilleniaceae,am,Unburnt
69993,Tetratheca affinis,0.05,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Tetratheca affinis,Tetratheca,affinis,Elaeocarpaceae,am,Unburnt
69994,Leucopogon capitellatus,8.55,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Leucopogon capitellatus,Leucopogon,capitellatus,Ericaceae,erm,Unburnt
69995,Astroloma pallidum,1.13,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Astroloma pallidum,Astroloma,pallidum,Ericaceae,erm,Unburnt
69996,Styphelia tenuiflora,0.27,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Styphelia tenuiflora,Styphelia,tenuiflora,Ericaceae,erm,Unburnt
69997,Astroloma drummondii,0.11,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Astroloma drummondii,Astroloma,drummondii,Ericaceae,erm,Unburnt
69998,Leucopogon verticillatus,0.08,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Leucopogon verticillatus,Leucopogon,verticillatus,Ericaceae,erm,Unburnt
69999,Astroloma ciliatum,0.01,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Astroloma ciliatum,Astroloma,ciliatum,Ericaceae,erm,Unburnt
70000,Scaevola striata,4.81,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Scaevola striata,Scaevola,striata,Goodeniaceae,ecto,Unburnt
70001,Scaevola lanceolata,0.05,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Scaevola lanceolata,Scaevola,lanceolata,Goodeniaceae,ecto,Unburnt
70002,Patersonia pygmaea,0.06,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Patersonia pygmaea,Patersonia,pygmaea,Iridaceae,am,Unburnt
70003,Patersonia juncea,0.02,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Patersonia juncea,Patersonia,juncea,Iridaceae,am,Unburnt
70004,Bossiaea ornata,3.46,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Bossiaea ornata,Bossiaea,ornata,Leguminosae,ecto,Unburnt
70005,Bossiaea linophylla,0.8,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Bossiaea linophylla,Bossiaea,linophylla,Leguminosae,ecto,Unburnt
70006,Acacia pulchella,0.08,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Acacia pulchella,Acacia,pulchella,Leguminosae,ecto,Unburnt
70007,Gastrolobium bilobum,0.05,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Gastrolobium bilobum,Gastrolobium,bilobum,Leguminosae,ecto,Unburnt
70008,Chorizema rhombeum,0.01,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Chorizema rhombeum,Chorizema,rhombeum,Leguminosae,ecto,Unburnt
70009,Gompholobium marginatum,0.01,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Gompholobium marginatum,Gompholobium,marginatum,Leguminosae,ecto,Unburnt
70010,Eucalyptus marginata,2.42,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Eucalyptus marginata,Eucalyptus,marginata,Myrtaceae,ecto,Unburnt
70011,Corymbia calophylla,1.61,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Corymbia calophylla,Corymbia,calophylla,Myrtaceae,ecto,Unburnt
70012,Hypocalymma angustifolium,1.05,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Hypocalymma angustifolium,Hypocalymma,angustifolium,Myrtaceae,ecto,Unburnt
70013,Phyllanthus calycinus,0.1,percent,Percent cover,2015,101,"Yackelup, Perup Forest, southwest Australia",Yackelup,6_LU,EE,0,6_LUEE-0,6_LUEE-0,6_LU-0,0,0,NA,1981,UB,CONT,Phyllanthus calycinus,Phyllanthus,calycinus,Phyllanthaceae,am,Unburnt
