Species,Abundance,SurveyUnits,SurveyType,FireCat,FireFreq,FireEvents,FirePeriod,FireStart,FireLast,FireType,SurveyYear,SiteID,SurveyID,SiteName
PANICUM PERLONGUM,0,count per 75.36 m2,Midstory,3,0.8,36,45,1965,2010,P,2010,12,48,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,BA m2 ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,46,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,BA m2 ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,46,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,BA m2 ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,46,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,BA m2 ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,46,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,stems ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,47,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,stems ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,47,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,stems ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,47,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,stems ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,47,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,count per 75.36 m2,Shrub spp,0,0,0,,,,UB,2010,12,49,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,count per 75.36 m2,Shrub spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,49,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,count per 75.36 m2,Shrub spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,49,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,count per 75.36 m2,Shrub spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,49,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,count per 12 m2,Understory vascular spp,0,0,0,,,,UB,2010,12,50,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,0,count per 12 m2,Understory vascular spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,50,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,5.3125,count per 12 m2,Understory vascular spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,50,"Cedar Creek, MN, USA "
PANICUM PERLONGUM,1,count per 12 m2,Understory vascular spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,50,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,count per 75.36 m2,Midstory,0,0,0,NA,NA,NA,UB,2010,12,48,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,count per 75.36 m2,Midstory,1,0.106349206,2.333333333,20.66666667,1989.333333,2002,P,2010,12,48,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,count per 75.36 m2,Midstory,2,0.324607258,11.33333333,36.33333333,1973.666667,2003.111111,P,2010,12,48,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,count per 75.36 m2,Midstory,3,0.8,36,45,1965,2010,P,2010,12,48,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,BA m2 ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,46,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,BA m2 ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,46,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,BA m2 ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,46,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,BA m2 ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,46,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,stems ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,47,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,stems ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,47,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,stems ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,47,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,stems ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,47,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,count per 75.36 m2,Shrub spp,0,0,0,,,,UB,2010,12,49,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,count per 75.36 m2,Shrub spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,49,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,count per 75.36 m2,Shrub spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,49,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0,count per 75.36 m2,Shrub spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,49,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,0.333333333,count per 12 m2,Understory vascular spp,0,0,0,,,,UB,2010,12,50,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,2.25,count per 12 m2,Understory vascular spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,50,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,10.125,count per 12 m2,Understory vascular spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,50,"Cedar Creek, MN, USA "
PANICUM PRAECOCIUS,20.5,count per 12 m2,Understory vascular spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,50,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,count per 75.36 m2,Midstory,0,0,0,NA,NA,NA,UB,2010,12,48,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,count per 75.36 m2,Midstory,1,0.106349206,2.333333333,20.66666667,1989.333333,2002,P,2010,12,48,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,count per 75.36 m2,Midstory,2,0.324607258,11.33333333,36.33333333,1973.666667,2003.111111,P,2010,12,48,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,count per 75.36 m2,Midstory,3,0.8,36,45,1965,2010,P,2010,12,48,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,BA m2 ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,46,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,BA m2 ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,46,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,BA m2 ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,46,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,BA m2 ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,46,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,stems ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,47,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,stems ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,47,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,stems ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,47,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,stems ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,47,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,count per 75.36 m2,Shrub spp,0,0,0,,,,UB,2010,12,49,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,count per 75.36 m2,Shrub spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,49,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,count per 75.36 m2,Shrub spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,49,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,count per 75.36 m2,Shrub spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,49,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0,count per 12 m2,Understory vascular spp,0,0,0,,,,UB,2010,12,50,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,1.5,count per 12 m2,Understory vascular spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,50,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0.625,count per 12 m2,Understory vascular spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,50,"Cedar Creek, MN, USA "
PANICUM VIRGATUM,0.666666667,count per 12 m2,Understory vascular spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,50,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 75.36 m2,Midstory,0,0,0,NA,NA,NA,UB,2010,12,48,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 75.36 m2,Midstory,1,0.106349206,2.333333333,20.66666667,1989.333333,2002,P,2010,12,48,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 75.36 m2,Midstory,2,0.324607258,11.33333333,36.33333333,1973.666667,2003.111111,P,2010,12,48,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 75.36 m2,Midstory,3,0.8,36,45,1965,2010,P,2010,12,48,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,BA m2 ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,46,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,BA m2 ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,46,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,BA m2 ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,46,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,BA m2 ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,46,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,stems ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,47,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,stems ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,47,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,stems ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,47,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,stems ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,47,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 75.36 m2,Shrub spp,0,0,0,,,,UB,2010,12,49,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 75.36 m2,Shrub spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,49,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 75.36 m2,Shrub spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,49,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 75.36 m2,Shrub spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,49,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 12 m2,Understory vascular spp,0,0,0,,,,UB,2010,12,50,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 12 m2,Understory vascular spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,50,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0.0625,count per 12 m2,Understory vascular spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,50,"Cedar Creek, MN, USA "
PARIETARIA PENSYLVANICA,0,count per 12 m2,Understory vascular spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,count per 75.36 m2,Midstory,0,0,0,NA,NA,NA,UB,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,count per 75.36 m2,Midstory,1,0.106349206,2.333333333,20.66666667,1989.333333,2002,P,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,count per 75.36 m2,Midstory,2,0.324607258,11.33333333,36.33333333,1973.666667,2003.111111,P,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,count per 75.36 m2,Midstory,3,0.8,36,45,1965,2010,P,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,BA m2 ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,BA m2 ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,BA m2 ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,BA m2 ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,stems ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,stems ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,stems ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,stems ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,count per 75.36 m2,Shrub spp,0,0,0,,,,UB,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,count per 75.36 m2,Shrub spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,count per 75.36 m2,Shrub spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS,0,count per 75.36 m2,Shrub spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS,13.66666667,count per 12 m2,Understory vascular spp,0,0,0,,,,UB,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS,21,count per 12 m2,Understory vascular spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS,18.6875,count per 12 m2,Understory vascular spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS,19.16666667,count per 12 m2,Understory vascular spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,count per 75.36 m2,Midstory,0,0,0,NA,NA,NA,UB,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,count per 75.36 m2,Midstory,1,0.106349206,2.333333333,20.66666667,1989.333333,2002,P,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,count per 75.36 m2,Midstory,2,0.324607258,11.33333333,36.33333333,1973.666667,2003.111111,P,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,count per 75.36 m2,Midstory,3,0.8,36,45,1965,2010,P,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,BA m2 ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,BA m2 ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,BA m2 ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,BA m2 ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,stems ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,stems ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,stems ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,stems ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,count per 75.36 m2,Shrub spp,0,0,0,,,,UB,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,count per 75.36 m2,Shrub spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,count per 75.36 m2,Shrub spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,count per 75.36 m2,Shrub spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0,count per 12 m2,Understory vascular spp,0,0,0,,,,UB,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0.5,count per 12 m2,Understory vascular spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0.5625,count per 12 m2,Understory vascular spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS QUINQUEFOLIA,0.333333333,count per 12 m2,Understory vascular spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,count per 75.36 m2,Midstory,0,0,0,NA,NA,NA,UB,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,count per 75.36 m2,Midstory,1,0.106349206,2.333333333,20.66666667,1989.333333,2002,P,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,count per 75.36 m2,Midstory,2,0.324607258,11.33333333,36.33333333,1973.666667,2003.111111,P,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,count per 75.36 m2,Midstory,3,0.8,36,45,1965,2010,P,2010,12,48,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,BA m2 ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,BA m2 ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,BA m2 ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,BA m2 ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,46,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,stems ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,stems ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,stems ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,stems ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,47,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,count per 75.36 m2,Shrub spp,0,0,0,,,,UB,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,count per 75.36 m2,Shrub spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,count per 75.36 m2,Shrub spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,count per 75.36 m2,Shrub spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,49,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,count per 12 m2,Understory vascular spp,0,0,0,,,,UB,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0,count per 12 m2,Understory vascular spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0.3125,count per 12 m2,Understory vascular spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,50,"Cedar Creek, MN, USA "
PARTHENOCISSUS VITACEA,0.5,count per 12 m2,Understory vascular spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,50,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 75.36 m2,Midstory,0,0,0,NA,NA,NA,UB,2010,12,48,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 75.36 m2,Midstory,1,0.106349206,2.333333333,20.66666667,1989.333333,2002,P,2010,12,48,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 75.36 m2,Midstory,2,0.324607258,11.33333333,36.33333333,1973.666667,2003.111111,P,2010,12,48,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 75.36 m2,Midstory,3,0.8,36,45,1965,2010,P,2010,12,48,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,BA m2 ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,46,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,BA m2 ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,46,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,BA m2 ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,46,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,BA m2 ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,46,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,stems ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,47,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,stems ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,47,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,stems ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,47,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,stems ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,47,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 75.36 m2,Shrub spp,0,0,0,,,,UB,2010,12,49,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 75.36 m2,Shrub spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,49,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 75.36 m2,Shrub spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,49,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 75.36 m2,Shrub spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,49,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 12 m2,Understory vascular spp,0,0,0,,,,UB,2010,12,50,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 12 m2,Understory vascular spp,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,50,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0.1875,count per 12 m2,Understory vascular spp,2,0.401287707,14.4375,36.5,1973.5,2005.875,P,2010,12,50,"Cedar Creek, MN, USA "
PEDICULARIS CANADENSIS,0,count per 12 m2,Understory vascular spp,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,50,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,count per 75.36 m2,Midstory,0,0,0,NA,NA,NA,UB,2010,12,48,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,count per 75.36 m2,Midstory,1,0.106349206,2.333333333,20.66666667,1989.333333,2002,P,2010,12,48,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,count per 75.36 m2,Midstory,2,0.324607258,11.33333333,36.33333333,1973.666667,2003.111111,P,2010,12,48,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,count per 75.36 m2,Midstory,3,0.8,36,45,1965,2010,P,2010,12,48,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,BA m2 ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,46,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,BA m2 ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,46,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,BA m2 ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,46,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,BA m2 ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,46,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,stems ha-1,Overstory,0,0,0,NA,NA,NA,UB,2010,12,47,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,stems ha-1,Overstory,1,0.09063147,2,21.25,1988.75,1998.25,P,2010,12,47,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,stems ha-1,Overstory,2,0.384068256,12.84615385,34.61538462,1975.384615,2005.076923,P,2010,12,47,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,stems ha-1,Overstory,3,0.779244829,26.83333333,34.5,1975.5,2009.833333,P,2010,12,47,"Cedar Creek, MN, USA "
PENSTEMON GRACILIS,0,count per 75.36 m2,Shrub spp,0,0,0,,,,UB,2010,12,49,"Cedar Creek, MN, USA "
